StoneAge GameTime 2001 library supplementary-material probe — R1
SCOPE|public-catalog-metadata-only|no-book-or-cd-payload-download
SNIPPET|source=riss-M10029631|token=스톤 에이지|text=※ 단, EBSCO ASC/BSC(오후 5시~익일 오전 9시 무료 이용) 해외전자자료검색 이용방법 해외DB 도움말 해외DB 접속오류 해결방법 해외DB 구독대학리스트 해외DB 문헌복사/구매대행 해외DB별 상세정보 상세검색닫기 통합검색 국내학술논문 학위논문 해외학술논문 학술지 단행본 연구보고서 공개강의 home 단행본 상세 스톤 에이지 = Stone age 한글로보기 https://www.riss.kr/link?id=M10029631 저자 게임타임 발행사항 서울: 게임타임, 2001 발행연도 2001 작성언어 한국어 주제어 스톤 ; 에이지 ; STONE ; AGE ; 게임 KDC 691.15 판사항(4) DDC 794.8 판사항(21) ISBN 899
SNIPPET|source=riss-M10029631|token=스톤 에이지|text=31 저자 게임타임 발행사항 서울: 게임타임, 2001 발행연도 2001 작성언어 한국어 주제어 스톤 ; 에이지 ; STONE ; AGE ; 게임 KDC 691.15 판사항(4) DDC 794.8 판사항(21) ISBN 8995182121 43690: ₩9900 자료형태 단행본(다권본) 발행국(도시) 서울 서명/저자사항 스톤 에이지= Stone age / 게임타임 [편]. 형태사항 318p.: 삽도; 23cm+ 컴팩트디스크 1매(12cm). 총서사항 퍼펙트 가이드; vol.5 소장기관 국립중앙도서관 0 상세조회 0 다운로드 0 내보내기 서지정보 열기 복사/대출신청 인용하기 내보내기 내책장담기 공유하기 오류접수 ✕ 인용하기 KOR ENG --> 인용
SNIPPET|source=riss-M10029631|token=스톤에이지|text=운로드 0 내보내기 서지정보 열기 복사/대출신청 인용하기 내보내기 내책장담기 공유하기 오류접수 ✕ 인용하기 KOR ENG --> 인용형식 MLA APA Chicago Harvard Vancouver IEEE ❏ 저장형식 TXT 저장하기 인용문이 복사되었습니다. 부가정보 목차 (Table of Contents) 목차 1장 스톤에이지 들어가기 스톤에이지란 = 8 설치하기 = 8 깜찍한 케릭터 만들기 = 10 목차 1장 스톤에이지 들어가기 스톤에이지란 = 8 설치하기 = 8 깜찍한 케릭터 만들기 = 10 스톤에이지를 플레이하기 전에 = 14 1) 전체화면 인터페이스 = 14 2) 기본 조작법 = 15 3) 페트란 무엇인가? = 16 4) 전투시스템 =
SNIPPET|source=riss-M10029631|token=스톤에이지|text=서지정보 열기 복사/대출신청 인용하기 내보내기 내책장담기 공유하기 오류접수 ✕ 인용하기 KOR ENG --> 인용형식 MLA APA Chicago Harvard Vancouver IEEE ❏ 저장형식 TXT 저장하기 인용문이 복사되었습니다. 부가정보 목차 (Table of Contents) 목차 1장 스톤에이지 들어가기 스톤에이지란 = 8 설치하기 = 8 깜찍한 케릭터 만들기 = 10 목차 1장 스톤에이지 들어가기 스톤에이지란 = 8 설치하기 = 8 깜찍한 케릭터 만들기 = 10 스톤에이지를 플레이하기 전에 = 14 1) 전체화면 인터페이스 = 14 2) 기본 조작법 = 15 3) 페트란 무엇인가? = 16 4) 전투시스템 = 18 5) 클래스별
SNIPPET|source=riss-M10029631|token=스톤에이지|text=인용하기 KOR ENG --> 인용형식 MLA APA Chicago Harvard Vancouver IEEE ❏ 저장형식 TXT 저장하기 인용문이 복사되었습니다. 부가정보 목차 (Table of Contents) 목차 1장 스톤에이지 들어가기 스톤에이지란 = 8 설치하기 = 8 깜찍한 케릭터 만들기 = 10 목차 1장 스톤에이지 들어가기 스톤에이지란 = 8 설치하기 = 8 깜찍한 케릭터 만들기 = 10 스톤에이지를 플레이하기 전에 = 14 1) 전체화면 인터페이스 = 14 2) 기본 조작법 = 15 3) 페트란 무엇인가? = 16 4) 전투시스템 = 18 5) 클래스별 무기의 특징 = 19 6) 주술을 알아보자 = 20 7) 그룹설정 = 24
SNIPPET|source=riss-M10029631|token=스톤에이지|text=NG --> 인용형식 MLA APA Chicago Harvard Vancouver IEEE ❏ 저장형식 TXT 저장하기 인용문이 복사되었습니다. 부가정보 목차 (Table of Contents) 목차 1장 스톤에이지 들어가기 스톤에이지란 = 8 설치하기 = 8 깜찍한 케릭터 만들기 = 10 목차 1장 스톤에이지 들어가기 스톤에이지란 = 8 설치하기 = 8 깜찍한 케릭터 만들기 = 10 스톤에이지를 플레이하기 전에 = 14 1) 전체화면 인터페이스 = 14 2) 기본 조작법 = 15 3) 페트란 무엇인가? = 16 4) 전투시스템 = 18 5) 클래스별 무기의 특징 = 19 6) 주술을 알아보자 = 20 7) 그룹설정 = 24 8) 플레이어들끼리의
SNIPPET|source=riss-M10029631|token=스톤에이지|text=ancouver IEEE ❏ 저장형식 TXT 저장하기 인용문이 복사되었습니다. 부가정보 목차 (Table of Contents) 목차 1장 스톤에이지 들어가기 스톤에이지란 = 8 설치하기 = 8 깜찍한 케릭터 만들기 = 10 목차 1장 스톤에이지 들어가기 스톤에이지란 = 8 설치하기 = 8 깜찍한 케릭터 만들기 = 10 스톤에이지를 플레이하기 전에 = 14 1) 전체화면 인터페이스 = 14 2) 기본 조작법 = 15 3) 페트란 무엇인가? = 16 4) 전투시스템 = 18 5) 클래스별 무기의 특징 = 19 6) 주술을 알아보자 = 20 7) 그룹설정 = 24 8) 플레이어들끼리의 싸움 = 25 9) 교환창 100% 사용하기 = 25 10) 스톤
SNIPPET|source=riss-M10029631|token=스톤에이지|text=5) 쿠키마을 = 95 6) 토토마을 = 99 7) SBC마을 = 103 세르노스섬 = 107 1) 쿠르마을 = 107 가우린섬 = 110 1) 다나마을 = 110 2) 후르도마을 = 113 기타 아이템 판매소 = 116 1) 도적의 아지트 7층 = 116 2) 잔족의 동굴 7층 = 116 3) 투기장 = 118 3장 스톤에이지의 각종 이벤트 일반적인 이벤트 = 124 환생을 하자!(환생 이벤트) = 168 환생! 뭐가 달라졌지? = 175 이벤트를 클리어 할 때 주의할 것 = 176 4장 페트 총정리 우리계열 = 178 부이계열 = 179 꼬미계열 = 180 푸푸계열 = 181 베론계열 = 182 북이계열 = 183 네고스계열 = 183 후바
SNIPPET|source=riss-M10029631|token=스톤에이지|text== 300 12. 아르마르 광산 = 300 13. 진홍의 동굴 : 바남의 동굴방향 = 301 14. 진홍의 동굴 : 호수의 섬 방향 = 302 15. 폐광 = 303 16. 페허가된 탄광 = 304 17. 쿠르의 해저통로 = 304 세르노스섬 = 305 1. 몽환의 동굴 = 305 9장 팬사이트 소개 = 307 10장 스톤에이지 Q&A 1. 일반적인 Q&A = 312 2. 계정에 관련된 Q&A = 313 3. 기술적인 Q&A = 314 4. 요금에 관련된 Q&A = 318 더보기 온라인 도서 정보 온라인 서점 구매 온라인 서점 구매 정보 서점명 서명 판매현황 종이책 전자책 구매링크 정가 판매가(할인율) 포인트(포인트몰) 스톤에이지 품절 9,90
SNIPPET|source=riss-M10029631|token=스톤에이지|text=307 10장 스톤에이지 Q&A 1. 일반적인 Q&A = 312 2. 계정에 관련된 Q&A = 313 3. 기술적인 Q&A = 314 4. 요금에 관련된 Q&A = 318 더보기 온라인 도서 정보 온라인 서점 구매 온라인 서점 구매 정보 서점명 서명 판매현황 종이책 전자책 구매링크 정가 판매가(할인율) 포인트(포인트몰) 스톤에이지 품절 9,900원 8,910원 (10%) 100포인트 (1%) 포인트 적립은 해당 온라인 서점 회원인 경우만 해당됩니다. 상기 할인율 및 적립포인트는 온라인 서점에서 제공하는 정보와 일치하지 않을 수 있습니다. RISS 서비스에서는 해당 온라인 서점에서 구매한 상품에 대하여 보증하거나 별도의 책임을 지지 않습니다. 분석
SNIPPET|source=riss-M10029631|token=게임타임|text=DB 접속오류 해결방법 해외DB 구독대학리스트 해외DB 문헌복사/구매대행 해외DB별 상세정보 상세검색닫기 통합검색 국내학술논문 학위논문 해외학술논문 학술지 단행본 연구보고서 공개강의 home 단행본 상세 스톤 에이지 = Stone age 한글로보기 https://www.riss.kr/link?id=M10029631 저자 게임타임 발행사항 서울: 게임타임, 2001 발행연도 2001 작성언어 한국어 주제어 스톤 ; 에이지 ; STONE ; AGE ; 게임 KDC 691.15 판사항(4) DDC 794.8 판사항(21) ISBN 8995182121 43690: ₩9900 자료형태 단행본(다권본) 발행국(도시) 서울 서명/저자사항 스톤 에이지= St
SNIPPET|source=riss-M10029631|token=게임타임|text=외DB 구독대학리스트 해외DB 문헌복사/구매대행 해외DB별 상세정보 상세검색닫기 통합검색 국내학술논문 학위논문 해외학술논문 학술지 단행본 연구보고서 공개강의 home 단행본 상세 스톤 에이지 = Stone age 한글로보기 https://www.riss.kr/link?id=M10029631 저자 게임타임 발행사항 서울: 게임타임, 2001 발행연도 2001 작성언어 한국어 주제어 스톤 ; 에이지 ; STONE ; AGE ; 게임 KDC 691.15 판사항(4) DDC 794.8 판사항(21) ISBN 8995182121 43690: ₩9900 자료형태 단행본(다권본) 발행국(도시) 서울 서명/저자사항 스톤 에이지= Stone age / 게임타임
SNIPPET|source=riss-M10029631|token=게임타임|text=게임타임, 2001 발행연도 2001 작성언어 한국어 주제어 스톤 ; 에이지 ; STONE ; AGE ; 게임 KDC 691.15 판사항(4) DDC 794.8 판사항(21) ISBN 8995182121 43690: ₩9900 자료형태 단행본(다권본) 발행국(도시) 서울 서명/저자사항 스톤 에이지= Stone age / 게임타임 [편]. 형태사항 318p.: 삽도; 23cm+ 컴팩트디스크 1매(12cm). 총서사항 퍼펙트 가이드; vol.5 소장기관 국립중앙도서관 0 상세조회 0 다운로드 0 내보내기 서지정보 열기 복사/대출신청 인용하기 내보내기 내책장담기 공유하기 오류접수 ✕ 인용하기 KOR ENG --> 인용형식 MLA APA Chicago
SNIPPET|source=riss-M10029631|token=컴팩트디스크|text=어 스톤 ; 에이지 ; STONE ; AGE ; 게임 KDC 691.15 판사항(4) DDC 794.8 판사항(21) ISBN 8995182121 43690: ₩9900 자료형태 단행본(다권본) 발행국(도시) 서울 서명/저자사항 스톤 에이지= Stone age / 게임타임 [편]. 형태사항 318p.: 삽도; 23cm+ 컴팩트디스크 1매(12cm). 총서사항 퍼펙트 가이드; vol.5 소장기관 국립중앙도서관 0 상세조회 0 다운로드 0 내보내기 서지정보 열기 복사/대출신청 인용하기 내보내기 내책장담기 공유하기 오류접수 ✕ 인용하기 KOR ENG --> 인용형식 MLA APA Chicago Harvard Vancouver IEEE ❏ 저장형식 TXT
SNIPPET|source=riss-M10029631|token=국립중앙도서관|text=rnals Ebooks Dissertations Conference Materials Reviews Reports Databases & Journals 전자저널 리스트 학술DB 리스트 주제별 리스트 해외전자자료 이용안내 해외전자자료 이용안내 해외DB별 이용권한 대학별 해외DB 구독현황 해외전자자료 통계 해외전자자료 통계 국립중앙도서관 "우편 복사 서비스"로 연결 됩니다. 3초 뒤에 국립중앙도서관으로 이동합니다. 검색환경설정 검색도움말 다국어입력 검색 검색 상세검색 결과 내 재검색 인기 검색어 다국어 입력 히라가나 가타카나 중국어 한글고어 그리스문자 프랑스어 독일어 히브리어 괄호기호 학술기호 기술기호 첨자기호 라틴문자 러시아문자 단위기호 일반기호 로마
SNIPPET|source=riss-M10029631|token=국립중앙도서관|text=ce Materials Reviews Reports Databases & Journals 전자저널 리스트 학술DB 리스트 주제별 리스트 해외전자자료 이용안내 해외전자자료 이용안내 해외DB별 이용권한 대학별 해외DB 구독현황 해외전자자료 통계 해외전자자료 통계 국립중앙도서관 "우편 복사 서비스"로 연결 됩니다. 3초 뒤에 국립중앙도서관으로 이동합니다. 검색환경설정 검색도움말 다국어입력 검색 검색 상세검색 결과 내 재검색 인기 검색어 다국어 입력 히라가나 가타카나 중국어 한글고어 그리스문자 프랑스어 독일어 히브리어 괄호기호 학술기호 기술기호 첨자기호 라틴문자 러시아문자 단위기호 일반기호 로마자 아랍어 あ ぁ か が さ ざ た だ な は ば ぱ ま や ゃ
SNIPPET|source=riss-M10029631|token=국립중앙도서관|text=사항(4) DDC 794.8 판사항(21) ISBN 8995182121 43690: ₩9900 자료형태 단행본(다권본) 발행국(도시) 서울 서명/저자사항 스톤 에이지= Stone age / 게임타임 [편]. 형태사항 318p.: 삽도; 23cm+ 컴팩트디스크 1매(12cm). 총서사항 퍼펙트 가이드; vol.5 소장기관 국립중앙도서관 0 상세조회 0 다운로드 0 내보내기 서지정보 열기 복사/대출신청 인용하기 내보내기 내책장담기 공유하기 오류접수 ✕ 인용하기 KOR ENG --> 인용형식 MLA APA Chicago Harvard Vancouver IEEE ❏ 저장형식 TXT 저장하기 인용문이 복사되었습니다. 부가정보 목차 (Table of Conte
SNIPPET|source=riss-M10029631|token=국립중앙도서관|text=고객센터 (평일: 09:00~18:00) 1599-3122 ARS 번호안내 관련누리집 대학공개강의(KOCW) 학술정보통계시스템(Rinfo) 외국학술지지원센터(FRIC) 학술관계분석서비스(SAM) 사서커뮤니티 기관회원 지식나눔(LOOK) 의학전자도서관(MEDLIS) 유관기관 사이트 교육부(MOE) 국립장애인도서관(NLD) 국립중앙도서관(NL) 국회도서관(NAL) 연구윤리정보포털(CRE) 사이언스온 (ScienceON) 이용약관 개인정보처리방침 개인정보 재동의 기관소개 RISS API 센터 --> 저작물 게시중단요청 41061 대구광역시 동구 동내로 64(동내동1119) KERIS빌딩 Copyright© KERIS. ALL RIGHTS RESERVED
SNIPPET|source=riss-M10029631|token=소장|text=.15 판사항(4) DDC 794.8 판사항(21) ISBN 8995182121 43690: ₩9900 자료형태 단행본(다권본) 발행국(도시) 서울 서명/저자사항 스톤 에이지= Stone age / 게임타임 [편]. 형태사항 318p.: 삽도; 23cm+ 컴팩트디스크 1매(12cm). 총서사항 퍼펙트 가이드; vol.5 소장기관 국립중앙도서관 0 상세조회 0 다운로드 0 내보내기 서지정보 열기 복사/대출신청 인용하기 내보내기 내책장담기 공유하기 오류접수 ✕ 인용하기 KOR ENG --> 인용형식 MLA APA Chicago Harvard Vancouver IEEE ❏ 저장형식 TXT 저장하기 인용문이 복사되었습니다. 부가정보 목차 (Tabl
LINK|source=riss-M10029631|href=https://www.riss.kr/search/Search.do?queryText=znCreator,%EA%B2%8C%EC%9E%84%ED%83%80%EC%9E%84&searchGubun=true&colName=bib_m&isDetailSearch=Y|label=게임타임
LINK|source=riss-M10029631|href=https://www.nl.go.kr|label=국립중앙도서관(NL)
RESPONSE|source=riss-U10029631|status=200|requested=https://www.riss.kr/link?id=U10029631|final=https://www.riss.kr/search/detail/DetailView.do?p_mat_type=75f99de66db18cf6&control_no=9b505f870e768aa6ffe0bdc3ef48d419|ids=M10029631
SNIPPET|source=riss-U10029631|token=8995182121|text=에이지 = Stone age 한글로보기 https://www.riss.kr/link?id=M10029631 저자 게임타임 발행사항 서울: 게임타임, 2001 발행연도 2001 작성언어 한국어 주제어 스톤 ; 에이지 ; STONE ; AGE ; 게임 KDC 691.15 판사항(4) DDC 794.8 판사항(21) ISBN 8995182121 43690: ₩9900 자료형태 단행본(다권본) 발행국(도시) 서울 서명/저자사항 스톤 에이지= Stone age / 게임타임 [편]. 형태사항 318p.: 삽도; 23cm+ 컴팩트디스크 1매(12cm). 총서사항 퍼펙트 가이드; vol.5 소장기관 국립중앙도서관 0 상세조회 0 다운로드 0 내보내기 서지정보 열기 복사
SNIPPET|source=riss-U10029631|token=M10029631|text=법 해외DB 도움말 해외DB 접속오류 해결방법 해외DB 구독대학리스트 해외DB 문헌복사/구매대행 해외DB별 상세정보 상세검색닫기 통합검색 국내학술논문 학위논문 해외학술논문 학술지 단행본 연구보고서 공개강의 home 단행본 상세 스톤 에이지 = Stone age 한글로보기 https://www.riss.kr/link?id=M10029631 저자 게임타임 발행사항 서울: 게임타임, 2001 발행연도 2001 작성언어 한국어 주제어 스톤 ; 에이지 ; STONE ; AGE ; 게임 KDC 691.15 판사항(4) DDC 794.8 판사항(21) ISBN 8995182121 43690: ₩9900 자료형태 단행본(다권본) 발행국(도시) 서울 서명/저자사항 스톤
SNIPPET|source=riss-U10029631|token=스톤 에이지|text=스톤 에이지 = Stone age%7CRISS 상세보기 --> 회원가입 TOP>로그인', 'https://www.riss.kr/LoginRedirect.do', '', '');document.location.href='https://www.riss.kr/LoginRedirect.do?loginParameter=%3Fp_mat_type%
SNIPPET|source=riss-U10029631|token=스톤 에이지|text=※ 단, EBSCO ASC/BSC(오후 5시~익일 오전 9시 무료 이용) 해외전자자료검색 이용방법 해외DB 도움말 해외DB 접속오류 해결방법 해외DB 구독대학리스트 해외DB 문헌복사/구매대행 해외DB별 상세정보 상세검색닫기 통합검색 국내학술논문 학위논문 해외학술논문 학술지 단행본 연구보고서 공개강의 home 단행본 상세 스톤 에이지 = Stone age 한글로보기 https://www.riss.kr/link?id=M10029631 저자 게임타임 발행사항 서울: 게임타임, 2001 발행연도 2001 작성언어 한국어 주제어 스톤 ; 에이지 ; STONE ; AGE ; 게임 KDC 691.15 판사항(4) DDC 794.8 판사항(21) ISBN 899
SNIPPET|source=riss-U10029631|token=스톤 에이지|text=31 저자 게임타임 발행사항 서울: 게임타임, 2001 발행연도 2001 작성언어 한국어 주제어 스톤 ; 에이지 ; STONE ; AGE ; 게임 KDC 691.15 판사항(4) DDC 794.8 판사항(21) ISBN 8995182121 43690: ₩9900 자료형태 단행본(다권본) 발행국(도시) 서울 서명/저자사항 스톤 에이지= Stone age / 게임타임 [편]. 형태사항 318p.: 삽도; 23cm+ 컴팩트디스크 1매(12cm). 총서사항 퍼펙트 가이드; vol.5 소장기관 국립중앙도서관 0 상세조회 0 다운로드 0 내보내기 서지정보 열기 복사/대출신청 인용하기 내보내기 내책장담기 공유하기 오류접수 ✕ 인용하기 KOR ENG --> 인용
